seed,vectorizer,model,params,accuracy,training_time,prediction_time,peak_memory_train,peak_memory_prediction,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,precision_class_2,recall_class_2,f1_class_2,precision_class_3,recall_class_3,f1_class_3,precision_class_4,recall_class_4,f1_class_4,precision_class_5,recall_class_5,f1_class_5
2,TfidfVectorizer,SVC,"{'C': 0.1, 'kernel': 'rbf'}",0.4165,25.943327099999806,2.257346499999585,753.0,559.453125,0.904,0.20545454545454545,0.3348148148148148,0.3789020452099031,1.0,0.5495706479313037,0.0,0.0,0.0,1.0,0.02181818181818182,0.042704626334519574,0.9,0.04245283018867924,0.08108108108108109,1.0,0.012345679012345678,0.024390243902439025
2,TfidfVectorizer,SVC,"{'C': 0.1, 'kernel': 'sigmoid'}",0.6725,20.863960900000166,1.940649300000132,756.453125,560.52734375,0.8339285714285715,0.8490909090909091,0.8414414414414414,0.5584935897435898,0.9900568181818182,0.7141393442622951,0.96,0.1348314606741573,0.23645320197044334,0.9529411764705882,0.29454545454545455,0.45,0.9130434782608695,0.2971698113207547,0.4483985765124555,1.0,0.16049382716049382,0.2765957446808511
2,TfidfVectorizer,SVC,"{'C': 1, 'kernel': 'linear'}",0.8885,14.82474000000002,1.5398499999996602,750.875,558.41796875,0.890625,0.9327272727272727,0.911190053285968,0.9013698630136986,0.9346590909090909,0.9177126917712691,0.868421052631579,0.7415730337078652,0.8,0.9101123595505618,0.8836363636363637,0.8966789667896679,0.8269230769230769,0.8113207547169812,0.819047619047619,0.8805970149253731,0.7283950617283951,0.7972972972972973
2,TfidfVectorizer,SVC,"{'C': 1, 'kernel': 'rbf'}",0.8605,31.548072100000354,2.109173499999997,783.60546875,560.21484375,0.8657718120805369,0.9381818181818182,0.900523560209424,0.8274173806609547,0.9602272727272727,0.8888888888888888,0.926605504587156,0.5674157303370787,0.7038327526132404,0.9156118143459916,0.7890909090909091,0.84765625,0.8556149732620321,0.7547169811320755,0.8020050125313283,0.9444444444444444,0.6296296296296297,0.7555555555555555
2,TfidfVectorizer,SVC,"{'C': 1, 'kernel': 'sigmoid'}",0.8895,14.580382699999973,1.5414983000000575,724.12890625,559.6171875,0.8954703832752613,0.9345454545454546,0.9145907473309609,0.9005449591280654,0.9389204545454546,0.9193324061196105,0.8783783783783784,0.7303370786516854,0.7975460122699386,0.9067164179104478,0.8836363636363637,0.8950276243093923,0.8151658767772512,0.8113207547169812,0.8132387706855791,0.9076923076923077,0.7283950617283951,0.8082191780821918
2,TfidfVectorizer,SVC,"{'C': 10, 'kernel': 'linear'}",0.871,12.531189499999982,1.4739520999996785,700.57421875,560.3203125,0.8715277777777778,0.9127272727272727,0.8916518650088809,0.888121546961326,0.9133522727272727,0.9005602240896359,0.8141025641025641,0.7134831460674157,0.7604790419161677,0.8977272727272727,0.8618181818181818,0.8794063079777366,0.8316831683168316,0.7924528301886793,0.8115942028985508,0.8333333333333334,0.8024691358024691,0.8176100628930818
2,TfidfVectorizer,SVC,"{'C': 10, 'kernel': 'rbf'}",0.869,33.435417099999995,2.1019680999997945,781.79296875,560.71875,0.8728813559322034,0.9363636363636364,0.9035087719298246,0.8504435994930292,0.953125,0.898861352980576,0.8780487804878049,0.6067415730337079,0.717607973421927,0.9173553719008265,0.8072727272727273,0.8588007736943907,0.8592964824120602,0.8066037735849056,0.8321167883211679,0.8947368421052632,0.6296296296296297,0.7391304347826086
2,TfidfVectorizer,SVC,"{'C': 10, 'kernel': 'sigmoid'}",0.852,14.420067300000028,1.2990741000003254,643.5625,560.87109375,0.8322368421052632,0.92,0.8739205526770294,0.8792134831460674,0.8892045454545454,0.884180790960452,0.8,0.6966292134831461,0.7447447447447447,0.88671875,0.8254545454545454,0.8549905838041432,0.8247422680412371,0.7547169811320755,0.7881773399014779,0.8133333333333334,0.7530864197530864,0.782051282051282
2,TfidfVectorizer,MultinomialNB,{'alpha': 0.01},0.631,1.1046566999998504,1.8045525999996244,555.96484375,545.2265625,0.5231788079470199,0.8618181818181818,0.6510989010989011,0.7348837209302326,0.6732954545454546,0.7027427724240178,0.8059701492537313,0.30337078651685395,0.44081632653061226,0.6984924623115578,0.5054545454545455,0.5864978902953587,0.6521739130434783,0.49528301886792453,0.5630026809651475,0.7272727272727273,0.19753086419753085,0.3106796116504854
2,TfidfVectorizer,MultinomialNB,{'alpha': 0.1},0.728,1.1082596000001104,1.8080307000000175,552.57421875,543.60546875,0.6239316239316239,0.9290909090909091,0.7465303140978816,0.7859078590785907,0.8238636363636364,0.8044382801664355,0.890625,0.3202247191011236,0.47107438016528924,0.8307692307692308,0.5890909090909091,0.6893617021276596,0.7784431137724551,0.6132075471698113,0.6860158311345647,0.9411764705882353,0.19753086419753085,0.32653061224489793
2,TfidfVectorizer,MultinomialNB,{'alpha': 1.0},0.6835,1.1052561000001333,1.7967659000000822,552.98046875,542.69921875,0.631768953068592,0.9545454545454546,0.7603186097031137,0.6793587174348698,0.9630681818181818,0.7967097532314924,1.0,0.05056179775280899,0.0962566844919786,0.9797979797979798,0.3527272727272727,0.5187165775401069,0.9193548387096774,0.2688679245283019,0.41605839416058393,1.0,0.012345679012345678,0.024390243902439025
2,TfidfVectorizer,LogisticRegression,"{'C': 0.1, 'penalty': 'l2'}",0.662,1.1612686999997095,1.8317164999998568,576.26171875,543.27734375,0.7437407952871871,0.9181818181818182,0.8218063466232709,0.5834738617200674,0.9829545454545454,0.7322751322751323,1.0,0.03932584269662921,0.07567567567567568,0.9466666666666667,0.2581818181818182,0.4057142857142857,0.9230769230769231,0.22641509433962265,0.36363636363636365,1.0,0.012345679012345678,0.024390243902439025
2,TfidfVectorizer,LogisticRegression,"{'C': 1, 'penalty': 'l2'}",0.867,1.6010283000000527,1.8815590999997767,576.046875,543.08203125,0.8662207357859532,0.9418181818181818,0.9024390243902439,0.8476070528967254,0.9559659090909091,0.8985313751668892,0.896,0.6292134831460674,0.7392739273927392,0.9036144578313253,0.8181818181818182,0.8587786259541985,0.8702702702702703,0.7594339622641509,0.8110831234256927,0.9183673469387755,0.5555555555555556,0.6923076923076923
2,TfidfVectorizer,LogisticRegression,"{'C': 10, 'penalty': 'l2'}",0.89,2.1797332000001006,1.8201732999996239,576.28515625,542.9921875,0.8968531468531469,0.9327272727272727,0.9144385026737968,0.9017735334242838,0.9389204545454546,0.9199721642310369,0.8451612903225807,0.7359550561797753,0.7867867867867868,0.8992537313432836,0.8763636363636363,0.8876611418047882,0.8686868686868687,0.8113207547169812,0.8390243902439024,0.8378378378378378,0.7654320987654321,0.8
